date_count	date_digitalisation	hunting_ground	counter_name	type_obs	organisation_id	x_lambert	y_lambert
20140	20208	10500062	Germayne Galea	7	3	63506.2	201451
20140	20208	10500062	Germayne Galea	7	3	62809.9	200864
20140	20208	10500062	Germayne Galea	6	3	63164	199861
20153	20208	10500062	Germayne Galea	7	3	63393	199013
20171	20208	10500062	Germayne Galea	5	3	62285.5	199493
20171	20208	10500062	Germayne Galea	3	3	63088	200344
20178	20208	10500071	Germayne Galea	3	3	60916.6	203364
20139	20208	10500047	Germayne Galea	7	3	60076.1	197797
20123	20208	10500036	Skipton McIlveen	8	3	59164.3	200527
20144	20208	10500036	Skipton McIlveen	3	3	59054.2	199186
20144	20208	10500036	Skipton McIlveen	6	3	59586	200899
20172	20208	10500036	Skipton McIlveen	8	3	58781.9	201263
20146	20208	10500114	Shelagh Purry	6	3	57099	204406
20146	20208	10500114	Shelagh Purry	5	3	57381.9	202398
20146	20208	10500114	Shelagh Purry	7	3	57946.6	202908
20160	20208	10500114	Shelagh Purry	7	3	57858.8	201700
20160	20208	10500114	Shelagh Purry	6	3	58037.6	203246
20174	20208	10500114	Shelagh Purry	4	3	57280.7	202436
20174	20208	10500114	Shelagh Purry	3	3	57981.6	201859
20174	20208	10500114	Shelagh Purry	8	3	58632	204143
20167	20208	10500001	Laney Sliney	5	3	50417.9	207315
20167	20208	10500001	Laney Sliney	8	3	51408.5	207170
20167	20208	10500001	Laney Sliney	6	3	51386.7	207566
20131	20208	10500020	Germayne Galea	8	3	59955.4	200721
20171	20208	10500020	Germayne Galea	1	3	58565.4	201035
20132	20208	10500020	Germayne Galea	1	3	60397.4	203217
20130	20208	10500062	Germayne Galea	7	3	62840.2	200664
20130	20208	10500062	Germayne Galea	7	3	63006.3	200351
20153	20208	10500062	Germayne Galea	7	3	63271	201661
20153	20208	10500062	Germayne Galea	3	3	63214.4	200868
20153	20208	10500062	Germayne Galea	8	3	62133.7	199984
20171	20208	10500062	Germayne Galea	8	3	63891.1	201277
20171	20208	10500062	Germayne Galea	2	3	62138.5	201179
20171	20208	10500062	Germayne Galea	4	3	63176.8	200059
20129	20208	10500071	Germayne Galea	3	3	60830.2	203003
20129	20208	10500071	Germayne Galea	7	3	60705.5	204835
20146	20208	10500071	Germayne Galea	6	3	61322.5	203734
20120	20208	10500047	Germayne Galea	3	3	58727.9	197462
20147	20208	10500047	Germayne Galea	2	3	60068.1	197114
20123	20208	10500036	Skipton McIlveen	8	3	59067.9	200417
20123	20208	10500036	Skipton McIlveen	3	3	59979.5	200014
20144	20208	10500036	Skipton McIlveen	2	3	58739.2	199666
20158	20208	10500036	Skipton McIlveen	4	3	58946.2	199664
20158	20208	10500036	Skipton McIlveen	1	3	58292	199915
20172	20208	10500036	Skipton McIlveen	7	3	59396.6	200364
20132	20208	10500114	Shelagh Purry	1	3	57974.4	204166
20132	20208	10500114	Shelagh Purry	8	3	57937.7	203891
20146	20208	10500114	Shelagh Purry	4	3	58334.7	203705
20160	20208	10500114	Shelagh Purry	6	3	57280.6	204205
20167	20208	10500001	Laney Sliney	4	3	50402.9	205811
20167	20208	10500001	Laney Sliney	4	3	50174.5	207309
20167	20208	10500001	Laney Sliney	4	3	50517.1	207172
20131	20208	10500020	Germayne Galea	5	3	59290.7	201868
20137	20208	10500020	Germayne Galea	5	3	59193.4	201165
20145	20208	10500020	Germayne Galea	6	3	59604	202577
20171	20208	10500020	Germayne Galea	4	3	59711.1	200291
20171	20208	10500020	Germayne Galea	5	3	60217.8	201628
20138	20208	10500020	Germayne Galea	8	3	60193.7	201703
20170	20208	10500020	Germayne Galea	8	3	58683.9	202842
20176	20208	10500020	Germayne Galea	5	3	58557.5	202283
20176	20208	10500020	Germayne Galea	1	3	59492.3	202446
20176	20208	10500020	Germayne Galea	4	3	60336.2	202944
20153	20208	10500062	Germayne Galea	6	3	62466.6	201083
20146	20208	10500071	Germayne Galea	2	3	60655.6	205019
20172	20208	10500071	Germayne Galea	4	3	60500.1	204704
20172	20208	10500071	Germayne Galea	5	3	60561.1	203888
20178	20208	10500071	Germayne Galea	3	3	60687.1	203571
20120	20208	10500047	Germayne Galea	8	3	59898.8	197151
20139	20208	10500047	Germayne Galea	7	3	59335.6	196648
20147	20208	10500047	Germayne Galea	8	3	60527	197214
20147	20208	10500047	Germayne Galea	8	3	59258.8	198578
20173	20208	10500047	Germayne Galea	7	3	58871.3	198415
20123	20208	10500036	Skipton McIlveen	6	3	59143.7	200728
20158	20208	10500036	Skipton McIlveen	1	3	59347.5	200237
20132	20208	10500114	Shelagh Purry	8	3	57929.9	202881
20132	20208	10500114	Shelagh Purry	7	3	57513.1	203984
20146	20208	10500114	Shelagh Purry	2	3	58177.9	203058
20167	20208	10500001	Laney Sliney	6	3	51168.6	206102
20131	20208	10500020	Germayne Galea	6	3	58656.7	200091
20137	20208	10500020	Germayne Galea	1	3	58753.2	201395
20137	20208	10500020	Germayne Galea	3	3	59498.5	201083
20171	20208	10500020	Germayne Galea	7	3	58919.6	200206
20132	20208	10500020	Germayne Galea	4	3	58633.7	203626
20138	20208	10500020	Germayne Galea	7	3	58463.8	201994
20138	20208	10500020	Germayne Galea	3	3	59504.3	202335
20170	20208	10500020	Germayne Galea	3	3	59453.1	202479
20170	20208	10500020	Germayne Galea	1	3	60719.8	202844
20170	20208	10500020	Germayne Galea	8	3	59938.6	203123
20176	20208	10500020	Germayne Galea	3	3	60218.5	201658
20140	20208	10500062	Germayne Galea	8	3	62675.6	200501
20140	20208	10500062	Germayne Galea	5	3	62574.2	200245
20129	20208	10500071	Germayne Galea	4	3	60484.6	205106
20146	20208	10500071	Germayne Galea	1	3	61151.1	203779
20173	20208	10500047	Germayne Galea	1	3	60713.9	197698
20173	20208	10500047	Germayne Galea	7	3	59702.4	196761
20147	20207	10500081	Darius Tudhope	5	3	58074.9	209609
20106	20207	10300015	Cindra Copestick	1	6	30684.3	184126
20121	20207	10300016	Cindra Copestick	3	6	30641.5	184868
20113	20207	10300035	Cindra Copestick	4	6	28799.1	180667
20121	20207	10300035	Cindra Copestick	4	6	29069	180721
20134	20207	10300037	Cindra Copestick	2	6	29150.7	182097
20142	20207	10300037	Cindra Copestick	6	6	28920	181980
20142	20207	10300037	Cindra Copestick	6	6	29336.2	183605
20142	20207	10300037	Cindra Copestick	3	6	29213.3	182592
20148	20207	10300037	Cindra Copestick	6	6	28760.5	182935
20148	20207	10300037	Cindra Copestick	7	6	29016.6	183732
20148	20207	10300037	Cindra Copestick	4	6	28535.3	182981
20155	20207	10300037	Cindra Copestick	7	6	29332.2	183720
20148	20207	10300037	Cindra Copestick	7	6	30311.9	182741
20148	20207	10300037	Cindra Copestick	3	6	30999.8	183151
20155	20207	10300037	Cindra Copestick	4	6	29744.5	183019
20155	20207	10300037	Cindra Copestick	6	6	29567	183283
20155	20207	10300037	Cindra Copestick	3	6	30251.6	182286
20169	20207	10300033	Cindra Copestick	4	6	29377.6	180107
20169	20207	10300033	Cindra Copestick	2	6	30302.4	179081
20177	20207	10300033	Cindra Copestick	1	6	30217.6	179670
20177	20207	10300033	Cindra Copestick	1	6	29456.9	180850
20162	20207	10300033	Cindra Copestick	1	6	29453.3	181571
20163	20207	10300013	Cindra Copestick	5	6	26407.1	180448
20177	20207	10300013	Cindra Copestick	8	6	26207.3	181243
20123	20208	10500036	Skipton McIlveen	8	3	58939.9	199522
20172	20208	10500036	Skipton McIlveen	8	3	58617	200895
20132	20208	10500114	Shelagh Purry	6	3	57028.3	203276
20132	20208	10500114	Shelagh Purry	6	3	58197	201920
20146	20208	10500114	Shelagh Purry	7	3	58124.9	203358
20160	20208	10500114	Shelagh Purry	6	3	58529.7	203547
20160	20208	10500114	Shelagh Purry	1	3	58101.8	204149
20160	20208	10500114	Shelagh Purry	3	3	57683.3	203572
20174	20208	10500114	Shelagh Purry	5	3	57165.2	203053
20174	20208	10500114	Shelagh Purry	2	3	57658.8	203392
20167	20208	10500001	Laney Sliney	3	3	50096.8	206093
20167	20208	10500001	Laney Sliney	6	3	50108.6	205504
20167	20208	10500001	Laney Sliney	5	3	50390	205712
20167	20208	10500001	Laney Sliney	8	3	50496.3	207123
20167	20208	10500001	Laney Sliney	8	3	51141.1	206526
20131	20208	10500020	Germayne Galea	5	3	58854	200714
20131	20208	10500020	Germayne Galea	7	3	58780.8	201063
20137	20208	10500020	Germayne Galea	2	3	58508.1	201555
20137	20208	10500020	Germayne Galea	6	3	59103.5	202121
20145	20208	10500020	Germayne Galea	1	3	59313.2	201227
